"market","ticker","date","open","high","low","close","volume","amount"
"CN","000001","2026-01-15","24.643333333333334","25.185","24.535","24.86","10000000","248600000"
"CN","000001","2026-01-16","24.733333333333334","25.275","24.625","24.95","10000000","249500000"
"CN","000001","2026-01-19","24.823333333333334","25.365","24.715","25.04","10000000","250400000"
"CN","000001","2026-01-20","24.913333333333334","25.455","24.805","25.13","10000000","251300000"
"CN","000001","2026-01-21","25.003333333333334","25.544999999999998","24.895","25.22","10000000","252200000"
"CN","000001","2026-01-22","25.093333333333334","25.634999999999998","24.985","25.31","10000000","253100000"
"CN","000001","2026-01-23","25.183333333333334","25.724999999999998","25.075","25.4","10000000","254000000"
"CN","000001","2026-01-26","25.273333333333337","25.815","25.165000000000003","25.490000000000002","10000000","254900000.00000003"
"CN","000001","2026-01-27","25.363333333333333","25.904999999999998","25.255","25.58","10000000","255799999.99999997"
"CN","000001","2026-01-28","25.453333333333337","25.995","25.345000000000002","25.67","10000000","256700000.00000003"
"CN","000001","2026-01-29","25.543333333333333","26.084999999999997","25.435","25.759999999999998","10000000","257599999.99999997"
"CN","000001","2026-01-30","25.633333333333336","26.175","25.525000000000002","25.85","10000000","258500000"
"CN","000001","2026-02-02","25.723333333333333","26.264999999999997","25.615","25.939999999999998","10000000","259399999.99999997"
"CN","000001","2026-02-03","25.813333333333336","26.355","25.705000000000002","26.03","10000000","260300000"
"CN","000001","2026-02-04","25.903333333333336","26.445","25.795","26.12","10000000","261200000"
"CN","000001","2026-02-05","25.993333333333336","26.535","25.885","26.21","10000000","262100000"
"CN","000001","2026-02-06","26.083333333333336","26.625","25.975","26.3","10000000","263000000"
"CN","000001","2026-02-09","26.173333333333336","26.715","26.065","26.39","10000000","263900000"
"CN","000001","2026-02-10","26.263333333333335","26.805","26.155","26.48","10000000","264800000"
"CN","000001","2026-02-11","26.353333333333335","26.895","26.245","26.57","10000000","265700000"
"CN","000001","2026-02-12","26.443333333333335","26.985","26.335","26.66","10000000","266600000"
"CN","000001","2026-02-13","26.533333333333335","27.075","26.425","26.75","10000000","267500000"
"CN","000001","2026-02-16","26.623333333333335","27.165","26.515","26.84","10000000","268400000"
"CN","000001","2026-02-17","26.713333333333335","27.255","26.605","26.93","10000000","269300000"
"CN","000001","2026-02-18","26.803333333333335","27.345","26.695","27.02","10000000","270200000"
"CN","000001","2026-02-19","26.893333333333334","27.435","26.785","27.11","10000000","271100000"
"CN","000001","2026-02-20","26.983333333333334","27.525","26.875","27.2","10000000","272000000"
"CN","000001","2026-02-23","27.073333333333334","27.615","26.965","27.29","10000000","272900000"
"CN","000001","2026-02-24","27.163333333333334","27.705","27.055","27.38","10000000","273800000"
"CN","000001","2026-02-25","27.253333333333334","27.794999999999998","27.145","27.47","10000000","274700000"
"CN","000001","2026-02-26","27.343333333333334","27.884999999999998","27.235","27.56","10000000","275600000"
"CN","000001","2026-02-27","27.433333333333334","27.974999999999998","27.325","27.65","10000000","276500000"
"CN","000001","2026-03-02","27.523333333333333","28.064999999999998","27.415","27.74","10000000","277400000"
"CN","000001","2026-03-03","27.613333333333333","28.154999999999998","27.505","27.83","10000000","278300000"
"CN","000001","2026-03-04","27.703333333333337","28.245","27.595000000000002","27.92","10000000","279200000"
"CN","000001","2026-03-05","27.793333333333333","28.334999999999997","27.685","28.009999999999998","10000000","280100000"
"CN","000001","2026-03-06","27.883333333333336","28.425","27.775000000000002","28.1","10000000","281000000"
"CN","000001","2026-03-09","27.973333333333333","28.514999999999997","27.865","28.189999999999998","10000000","281900000"
"CN","000001","2026-03-10","28.063333333333336","28.605","27.955000000000002","28.28","10000000","282800000"
"CN","000001","2026-03-11","28.153333333333332","28.694999999999997","28.044999999999998","28.369999999999997","10000000","283700000"
"CN","000001","2026-03-12","28.243333333333336","28.785","28.135","28.46","10000000","284600000"
"CN","000001","2026-03-13","28.333333333333332","28.874999999999996","28.224999999999998","28.549999999999997","10000000","285500000"
"CN","000001","2026-03-16","28.423333333333336","28.965","28.315","28.64","10000000","286400000"
"CN","000001","2026-03-17","28.513333333333335","29.055","28.405","28.73","10000000","287300000"
"CN","000001","2026-03-18","28.603333333333335","29.145","28.495","28.82","10000000","288200000"
"CN","000001","2026-03-19","28.693333333333335","29.235","28.585","28.91","10000000","289100000"
"CN","000001","2026-03-20","28.783333333333335","29.325","28.675","29","10000000","290000000"
"CN","000001","2026-03-23","28.873333333333335","29.415","28.765","29.09","10000000","290900000"
"CN","000001","2026-03-24","28.963333333333335","29.505","28.855","29.18","10000000","291800000"
"CN","000001","2026-03-25","29.053333333333335","29.595","28.945","29.27","10000000","292700000"
"CN","000001","2026-03-26","29.143333333333334","29.685","29.035","29.36","10000000","293600000"
"CN","000001","2026-03-27","29.233333333333334","29.775","29.125","29.45","10000000","294500000"
"CN","000001","2026-03-30","29.323333333333334","29.865","29.215","29.54","10000000","295400000"
"CN","000001","2026-03-31","29.413333333333334","29.955","29.305","29.63","10000000","296300000"
"CN","000001","2026-04-01","29.503333333333334","30.044999999999998","29.395","29.72","10000000","297200000"
"CN","000001","2026-04-02","29.593333333333337","30.135","29.485000000000003","29.810000000000002","10000000","298100000"
"CN","000001","2026-04-03","29.683333333333334","30.224999999999998","29.575","29.9","10000000","299000000"
"CN","000001","2026-04-06","29.773333333333337","30.315","29.665000000000003","29.990000000000002","10000000","299900000"
"CN","000001","2026-04-07","29.863333333333333","30.404999999999998","29.755","30.08","10000000","300800000"
"CN","000001","2026-04-08","29.953333333333337","30.495","29.845000000000002","30.17","10000000","301700000"
"CN","000001","2026-04-09","30.043333333333333","30.584999999999997","29.935","30.259999999999998","10000000","302600000"
"CN","000001","2026-04-10","30.133333333333336","30.675","30.025000000000002","30.35","10000000","303500000"
"CN","000001","2026-04-13","30.223333333333333","30.764999999999997","30.115","30.439999999999998","10000000","304400000"
"CN","000001","2026-04-14","30.313333333333336","30.855","30.205000000000002","30.53","10000000","305300000"
"CN","000001","2026-04-15","30.403333333333332","30.944999999999997","30.294999999999998","30.619999999999997","10000000","306200000"
"CN","000001","2026-04-16","30.493333333333336","31.035","30.385","30.71","10000000","307100000"
"CN","000001","2026-04-17","30.583333333333332","31.124999999999996","30.474999999999998","30.799999999999997","10000000","308000000"
"CN","000001","2026-04-20","30.673333333333336","31.215","30.565","30.89","10000000","308900000"
"CN","000001","2026-04-21","30.763333333333335","31.305","30.655","30.98","10000000","309800000"
"CN","000001","2026-04-22","30.853333333333335","31.395","30.745","31.07","10000000","310700000"
"CN","000001","2026-04-23","30.943333333333335","31.485","30.835","31.16","10000000","311600000"
"CN","000001","2026-04-24","31.033333333333335","31.575","30.925","31.25","10000000","312500000"
"CN","000001","2026-04-27","31.123333333333335","31.665","31.015","31.34","10000000","313400000"
"CN","000001","2026-04-28","31.213333333333335","31.755","31.105","31.43","10000000","314300000"
"CN","000001","2026-04-29","31.303333333333335","31.845","31.195","31.52","10000000","315200000"
"CN","000001","2026-04-30","31.393333333333334","31.935","31.285","31.61","10000000","316100000"
"CN","000001","2026-05-01","31.483333333333334","32.025","31.375","31.7","10000000","317000000"
"CN","000001","2026-05-04","31.573333333333334","32.115","31.465","31.79","10000000","317900000"
"CN","000001","2026-05-05","31.663333333333334","32.205","31.555","31.88","10000000","318800000"
"CN","000001","2026-05-06","31.753333333333334","32.295","31.645","31.97","10000000","319700000"
"CN","000001","2026-05-07","31.843333333333337","32.385000000000005","31.735000000000003","32.06","10000000","320600000"
"CN","000001","2026-05-08","31.933333333333334","32.475","31.825","32.15","10000000","321500000"
"CN","000001","2026-05-11","32.02333333333333","32.565000000000005","31.915000000000003","32.24","10000000","322400000"
"CN","000001","2026-05-12","32.11333333333333","32.655","32.004999999999995","32.33","10000000","323300000"
"CN","000001","2026-05-13","32.20333333333333","32.745000000000005","32.095","32.42","10000000","324200000"
"CN","000001","2026-05-14","32.29333333333333","32.835","32.184999999999995","32.51","10000000","325100000"
"CN","000001","2026-05-15","32.38333333333333","32.925000000000004","32.275","32.6","10000000","326000000"
"CN","000001","2026-05-18","32.47333333333333","33.015","32.364999999999995","32.69","10000000","326900000"
"CN","000001","2026-05-19","32.56333333333333","33.105000000000004","32.455","32.78","10000000","327800000"
"CN","000001","2026-05-20","32.65333333333333","33.195","32.544999999999995","32.87","10000000","328700000"
"CN","000001","2026-05-21","32.74333333333333","33.285000000000004","32.635","32.96","10000000","329600000"
"CN","000001","2026-05-22","32.83333333333333","33.375","32.724999999999994","33.05","10000000","330500000"
"CN","000001","2026-05-25","32.92333333333333","33.465","32.815","33.14","10000000","331400000"
"CN","000001","2026-05-26","33.01333333333333","33.555","32.904999999999994","33.23","10000000","332299999.99999994"
"CN","000001","2026-05-27","33.10333333333333","33.645","32.995","33.32","10000000","333200000"
"CN","000001","2026-05-28","33.19333333333333","33.735","33.084999999999994","33.41","10000000","334099999.99999994"
"CN","000001","2026-05-29","33.28333333333333","33.825","33.175","33.5","10000000","335000000"
"CN","000001","2026-06-01","33.373333333333335","33.915000000000006","33.265","33.59","10000000","335900000.00000006"
"CN","000001","2026-06-02","33.46333333333333","34.005","33.355","33.68","10000000","336800000"
"CN","000001","2026-06-03","33.55333333333333","34.095","33.44499999999999","33.769999999999996","10000000","337699999.99999994"
"CN","000001","2026-06-04","33.64333333333333","34.185","33.535","33.86","10000000","338600000"
"CN","000001","2026-06-05","33.733333333333334","34.275000000000006","33.625","33.95","10000000","339500000"
"CN","000001","2026-06-08","33.82333333333333","34.365","33.714999999999996","34.04","10000000","340400000"
"CN","000001","2026-06-09","33.91333333333333","34.455","33.80499999999999","34.129999999999995","10000000","341299999.99999994"
"CN","000001","2026-06-10","34.00333333333333","34.545","33.894999999999996","34.22","10000000","342200000"
"CN","000001","2026-06-11","34.093333333333334","34.635000000000005","33.985","34.31","10000000","343100000"
"CN","000001","2026-06-12","34.18333333333333","34.725","34.074999999999996","34.4","10000000","344000000"
"CN","000001","2026-06-15","34.27333333333333","34.815000000000005","34.165","34.49","10000000","344900000"
"CN","000001","2026-06-16","34.36333333333333","34.905","34.254999999999995","34.58","10000000","345800000"
"CN","000001","2026-06-17","34.45333333333333","34.995000000000005","34.345","34.67","10000000","346700000"
"CN","000001","2026-06-18","34.54333333333333","35.085","34.434999999999995","34.76","10000000","347600000"
"CN","000001","2026-06-19","34.63333333333333","35.175000000000004","34.525","34.85","10000000","348500000"
"CN","000001","2026-06-22","34.72333333333333","35.265","34.614999999999995","34.94","10000000","349400000"
"CN","000001","2026-06-23","34.81333333333333","35.355000000000004","34.705","35.03","10000000","350300000"
"CN","000001","2026-06-24","34.90333333333333","35.445","34.794999999999995","35.12","10000000","351200000"
"CN","000001","2026-06-25","34.99333333333333","35.535000000000004","34.885","35.21","10000000","352100000"
"CN","000001","2026-06-26","35.08333333333333","35.625","34.974999999999994","35.3","10000000","353000000"
"CN","000001","2026-06-29","35.17333333333333","35.715","35.065","35.39","10000000","353900000"
"CN","000001","2026-06-30","35.26333333333333","35.805","35.154999999999994","35.48","10000000","354799999.99999994"
"CN","000001","2026-07-01","35.35333333333333","35.895","35.245","35.57","10000000","355700000"
"CN","000001","2026-07-02","35.44333333333333","35.985","35.334999999999994","35.66","10000000","356599999.99999994"
"CN","000001","2026-07-03","35.53333333333333","36.075","35.425","35.75","10000000","357500000"
"CN","000001","2026-07-06","35.623333333333335","36.165000000000006","35.515","35.84","10000000","358400000.00000006"
"CN","000001","2026-07-07","35.71333333333333","36.255","35.605","35.93","10000000","359300000"
"CN","000001","2026-07-08","35.80333333333333","36.345","35.69499999999999","36.019999999999996","10000000","360199999.99999994"
"CN","000001","2026-07-09","35.89333333333333","36.435","35.785","36.11","10000000","361100000"
"CN","000001","2026-07-10","35.983333333333334","36.525000000000006","35.875","36.2","10000000","362000000"
"CN","000001","2026-07-13","36.07333333333333","36.615","35.964999999999996","36.29","10000000","362900000"
"CN","000001","2026-07-14","36.16333333333333","36.705","36.05499999999999","36.379999999999995","10000000","363799999.99999994"
"CN","000001","2026-07-15","36.25333333333333","36.795","36.144999999999996","36.47","10000000","364700000"
"CN","000001","2026-07-16","36.343333333333334","36.885000000000005","36.235","36.56","10000000","365600000"
"CN","000001","2026-07-17","36.43333333333333","36.975","36.324999999999996","36.65","10000000","366500000"
"CN","000001","2026-07-20","36.523333333333326","37.065","36.41499999999999","36.739999999999995","10000000","367399999.99999994"
"CN","000001","2026-07-21","36.61333333333333","37.155","36.504999999999995","36.83","10000000","368300000"
"CN","000001","2026-07-22","36.70333333333333","37.245000000000005","36.595","36.92","10000000","369200000"
"CN","000001","2026-07-23","36.79333333333333","37.335","36.684999999999995","37.01","10000000","370100000"
"CN","000001","2026-07-24","36.883333333333326","37.425","36.77499999999999","37.099999999999994","10000000","370999999.99999994"
"CN","000001","2026-07-27","36.97333333333333","37.515","36.864999999999995","37.19","10000000","371900000"
"CN","000001","2026-07-28","37.06333333333333","37.605000000000004","36.955","37.28","10000000","372800000"
"CN","000001","2026-07-29","37.153333333333336","37.69500000000001","37.045","37.370000000000005","10000000","373700000.00000006"
"CN","000001","2026-07-30","37.24333333333333","37.785000000000004","37.135","37.46","10000000","374600000"
"CN","000001","2026-07-31","37.33333333333333","37.875","37.224999999999994","37.55","10000000","375500000"
"CN","000001","2026-08-03","37.42333333333333","37.965","37.315","37.64","10000000","376400000"
"CN","000001","2026-08-04","37.513333333333335","38.05500000000001","37.405","37.730000000000004","10000000","377300000.00000006"
"CN","000001","2026-08-05","37.60333333333333","38.145","37.495","37.82","10000000","378200000"
"CN","000001","2026-08-06","37.69333333333333","38.235","37.584999999999994","37.91","10000000","379099999.99999994"
"CN","000001","2026-08-07","37.78333333333333","38.325","37.675","38","10000000","380000000"
"CN","000001","2026-08-10","37.873333333333335","38.415000000000006","37.765","38.09","10000000","380900000.00000006"
"CN","000001","2026-08-11","37.96333333333333","38.505","37.855","38.18","10000000","381800000"
"CN","000001","2026-08-12","38.05333333333333","38.595","37.94499999999999","38.269999999999996","10000000","382699999.99999994"
"CN","000001","2026-08-13","38.14333333333333","38.685","38.035","38.36","10000000","383600000"
"CN","000001","2026-08-14","38.233333333333334","38.775000000000006","38.125","38.45","10000000","384500000"
"CN","000001","2026-08-17","38.32333333333333","38.865","38.214999999999996","38.54","10000000","385400000"
"CN","000001","2026-08-18","38.64666666666667","38.78","38.620000000000005","38.7","5000000","193500000"
"CN","000001","2026-08-19","38.66666666666667","38.800000000000004","38.64000000000001","38.720000000000006","5000000","193600000.00000003"
"CN","000001","2026-08-20","38.68666666666667","38.82","38.660000000000004","38.74","5000000","193700000"
"CN","000001","2026-08-21","38.70666666666667","38.84","38.68000000000001","38.760000000000005","5000000","193800000.00000003"
"CN","000001","2026-08-24","38.72666666666667","38.86","38.7","38.78","5000000","193900000"
"CN","000001","2026-08-25","38.74666666666667","38.88","38.720000000000006","38.800000000000004","5000000","194000000.00000003"
"CN","000001","2026-08-26","38.766666666666666","38.9","38.74","38.82","5000000","194100000"
"CN","000001","2026-08-27","38.78666666666667","38.92","38.760000000000005","38.84","5000000","194200000.00000003"
"CN","000001","2026-08-28","38.806666666666665","38.94","38.78","38.86","5000000","194300000"
"CN","000001","2026-08-31","38.82666666666667","38.96","38.800000000000004","38.88","5000000","194400000"
"CN","000001","2026-09-01","38.84666666666667","38.980000000000004","38.82000000000001","38.900000000000006","5000000","194500000.00000003"
"CN","000001","2026-09-02","38.86666666666667","39","38.84","38.92","5000000","194600000"
"CN","000001","2026-09-03","39.46666666666666","39.675","39.425","39.55","20000000","791000000"
"US","DEMO.A","2025-10-31","19.783333333333335","20.325","19.675","20","10000000","200000000"
"US","DEMO.A","2025-11-03","19.873333333333335","20.415","19.765","20.09","10000000","200900000"
"US","DEMO.A","2025-11-04","19.963333333333335","20.505","19.855","20.18","10000000","201800000"
"US","DEMO.A","2025-11-05","20.053333333333335","20.595","19.945","20.27","10000000","202700000"
"US","DEMO.A","2025-11-06","20.143333333333334","20.685","20.035","20.36","10000000","203600000"
"US","DEMO.A","2025-11-07","20.233333333333334","20.775","20.125","20.45","10000000","204500000"
"US","DEMO.A","2025-11-10","20.323333333333334","20.865","20.215","20.54","10000000","205400000"
"US","DEMO.A","2025-11-11","20.413333333333334","20.955","20.305","20.63","10000000","206300000"
"US","DEMO.A","2025-11-12","20.503333333333334","21.044999999999998","20.395","20.72","10000000","207200000"
"US","DEMO.A","2025-11-13","20.593333333333334","21.134999999999998","20.485","20.81","10000000","208100000"
"US","DEMO.A","2025-11-14","20.683333333333334","21.224999999999998","20.575","20.9","10000000","209000000"
"US","DEMO.A","2025-11-17","20.773333333333333","21.314999999999998","20.665","20.99","10000000","209899999.99999997"
"US","DEMO.A","2025-11-18","20.863333333333333","21.404999999999998","20.755","21.08","10000000","210799999.99999997"
"US","DEMO.A","2025-11-19","20.953333333333337","21.495","20.845000000000002","21.17","10000000","211700000.00000003"
"US","DEMO.A","2025-11-20","21.043333333333337","21.585","20.935000000000002","21.26","10000000","212600000.00000003"
"US","DEMO.A","2025-11-21","21.133333333333336","21.675","21.025000000000002","21.35","10000000","213500000"
"US","DEMO.A","2025-11-24","21.223333333333336","21.765","21.115000000000002","21.44","10000000","214400000"
"US","DEMO.A","2025-11-25","21.313333333333336","21.855","21.205000000000002","21.53","10000000","215300000"
"US","DEMO.A","2025-11-26","21.403333333333336","21.945","21.295","21.62","10000000","216200000"
"US","DEMO.A","2025-11-27","21.493333333333336","22.035","21.385","21.71","10000000","217100000"
"US","DEMO.A","2025-11-28","21.583333333333336","22.125","21.475","21.8","10000000","218000000"
"US","DEMO.A","2025-12-01","21.673333333333336","22.215","21.565","21.89","10000000","218900000"
"US","DEMO.A","2025-12-02","21.763333333333335","22.305","21.655","21.98","10000000","219800000"
"US","DEMO.A","2025-12-03","21.853333333333335","22.395","21.745","22.07","10000000","220700000"
"US","DEMO.A","2025-12-04","21.943333333333335","22.485","21.835","22.16","10000000","221600000"
"US","DEMO.A","2025-12-05","22.033333333333335","22.575","21.925","22.25","10000000","222500000"
"US","DEMO.A","2025-12-08","22.123333333333335","22.665","22.015","22.34","10000000","223400000"
"US","DEMO.A","2025-12-09","22.213333333333335","22.755","22.105","22.43","10000000","224300000"
"US","DEMO.A","2025-12-10","22.303333333333335","22.845","22.195","22.52","10000000","225200000"
"US","DEMO.A","2025-12-11","22.393333333333334","22.935","22.285","22.61","10000000","226100000"
"US","DEMO.A","2025-12-12","22.483333333333334","23.025","22.375","22.7","10000000","227000000"
"US","DEMO.A","2025-12-15","22.573333333333334","23.115","22.465","22.79","10000000","227900000"
"US","DEMO.A","2025-12-16","22.663333333333334","23.205","22.555","22.88","10000000","228800000"
"US","DEMO.A","2025-12-17","22.753333333333334","23.294999999999998","22.645","22.97","10000000","229700000"
"US","DEMO.A","2025-12-18","22.843333333333334","23.384999999999998","22.735","23.06","10000000","230600000"
"US","DEMO.A","2025-12-19","22.933333333333334","23.474999999999998","22.825","23.15","10000000","231500000"
"US","DEMO.A","2025-12-22","23.023333333333333","23.564999999999998","22.915","23.24","10000000","232399999.99999997"
"US","DEMO.A","2025-12-23","23.113333333333333","23.654999999999998","23.005","23.33","10000000","233299999.99999997"
"US","DEMO.A","2025-12-24","23.203333333333337","23.745","23.095000000000002","23.42","10000000","234200000.00000003"
"US","DEMO.A","2025-12-25","23.293333333333333","23.834999999999997","23.185","23.509999999999998","10000000","235099999.99999997"
"US","DEMO.A","2025-12-26","23.383333333333336","23.925","23.275000000000002","23.6","10000000","236000000"
"US","DEMO.A","2025-12-29","23.473333333333336","24.015","23.365000000000002","23.69","10000000","236900000"
"US","DEMO.A","2025-12-30","23.563333333333336","24.105","23.455000000000002","23.78","10000000","237800000"
"US","DEMO.A","2025-12-31","23.653333333333336","24.195","23.545","23.87","10000000","238700000"
"US","DEMO.A","2026-01-01","23.743333333333336","24.285","23.635","23.96","10000000","239600000"
"US","DEMO.A","2026-01-02","23.833333333333336","24.375","23.725","24.05","10000000","240500000"
"US","DEMO.A","2026-01-05","23.923333333333336","24.465","23.815","24.14","10000000","241400000"
"US","DEMO.A","2026-01-06","24.013333333333335","24.555","23.905","24.23","10000000","242300000"
"US","DEMO.A","2026-01-07","24.103333333333335","24.645","23.995","24.32","10000000","243200000"
"US","DEMO.A","2026-01-08","24.193333333333335","24.735","24.085","24.41","10000000","244100000"
"US","DEMO.A","2026-01-09","24.283333333333335","24.825","24.175","24.5","10000000","245000000"
"US","DEMO.A","2026-01-12","24.373333333333335","24.915","24.265","24.59","10000000","245900000"
"US","DEMO.A","2026-01-13","24.463333333333335","25.005","24.355","24.68","10000000","246800000"
"US","DEMO.A","2026-01-14","24.553333333333335","25.095","24.445","24.77","10000000","247700000"
"US","DEMO.A","2026-01-15","24.643333333333334","25.185","24.535","24.86","10000000","248600000"
"US","DEMO.A","2026-01-16","24.733333333333334","25.275","24.625","24.95","10000000","249500000"
"US","DEMO.A","2026-01-19","24.823333333333334","25.365","24.715","25.04","10000000","250400000"
"US","DEMO.A","2026-01-20","24.913333333333334","25.455","24.805","25.13","10000000","251300000"
"US","DEMO.A","2026-01-21","25.003333333333334","25.544999999999998","24.895","25.22","10000000","252200000"
"US","DEMO.A","2026-01-22","25.093333333333334","25.634999999999998","24.985","25.31","10000000","253100000"
"US","DEMO.A","2026-01-23","25.183333333333334","25.724999999999998","25.075","25.4","10000000","254000000"
"US","DEMO.A","2026-01-26","25.273333333333337","25.815","25.165000000000003","25.490000000000002","10000000","254900000.00000003"
"US","DEMO.A","2026-01-27","25.363333333333333","25.904999999999998","25.255","25.58","10000000","255799999.99999997"
"US","DEMO.A","2026-01-28","25.453333333333337","25.995","25.345000000000002","25.67","10000000","256700000.00000003"
"US","DEMO.A","2026-01-29","25.543333333333333","26.084999999999997","25.435","25.759999999999998","10000000","257599999.99999997"
"US","DEMO.A","2026-01-30","25.633333333333336","26.175","25.525000000000002","25.85","10000000","258500000"
"US","DEMO.A","2026-02-02","25.723333333333333","26.264999999999997","25.615","25.939999999999998","10000000","259399999.99999997"
"US","DEMO.A","2026-02-03","25.813333333333336","26.355","25.705000000000002","26.03","10000000","260300000"
"US","DEMO.A","2026-02-04","25.903333333333336","26.445","25.795","26.12","10000000","261200000"
"US","DEMO.A","2026-02-05","25.993333333333336","26.535","25.885","26.21","10000000","262100000"
"US","DEMO.A","2026-02-06","26.083333333333336","26.625","25.975","26.3","10000000","263000000"
"US","DEMO.A","2026-02-09","26.173333333333336","26.715","26.065","26.39","10000000","263900000"
"US","DEMO.A","2026-02-10","26.263333333333335","26.805","26.155","26.48","10000000","264800000"
"US","DEMO.A","2026-02-11","26.353333333333335","26.895","26.245","26.57","10000000","265700000"
"US","DEMO.A","2026-02-12","26.443333333333335","26.985","26.335","26.66","10000000","266600000"
"US","DEMO.A","2026-02-13","26.533333333333335","27.075","26.425","26.75","10000000","267500000"
"US","DEMO.A","2026-02-16","26.623333333333335","27.165","26.515","26.84","10000000","268400000"
